,0,1
44350,عروض وعراض قال,عُرُوضٌ وعِراضٌ قال
44351,أبو ذؤيب يصف,أََبو ذؤيب يصف
44352,برذونا أمنك برق,برذوناً أَمِنْكَ بَرْقٌ
44353,أبيت الليل أرقبه,أَبِيتُ الليلَ أَرْقُبُه
44354,كأنه في عراض,كأَنَّه في عِراضِ
44355,الشام مصباح وقال,الشامِ مِصباحُ وقال
44356,الجوهري أي في,الجوهري أَي في
44357,شقه وناحيتهوقد عرض,شِقِّه وناحِيتِهوقد عَرُضَ
44358,يعرض عرضا مثل,يَعْرُضُ عِرَضاً مثل
44359,صغر صغرا وعراضة,صَغُرَ صِغَراً وعَراضةً
44360,إذا ابتدر الناس,إِذا ابْتَدَرَ الناسُ
44361,المكارم بذهم عراضة,المَكارِمَ بَذَّهُم عَراضةُ
44362,أخلاق ابن ليلى,أَخْلاقِ ابن لَيْلَى
44363,وطولها فهو عريض,وطُولُها فهو عَرِيضٌ
44364,وعراض بالضم والجمع,وعُراضٌ بالضم والجمع
44365,عرضان والأنثى عريضة,عِرْضانٌ والأُنثى عَرِيضةٌ
44366,الشيء جعلته عريضا,الشيء جعلته عَرِيضاً
44367,وقال الليث أعرضته,وقال الليث أَعْرَضْتُه
44368,جعلته الشيء جعله,جعلته الشيء جَعْلُه
44369,أيضا العريض كالكبار,أَيضاً العَرِيضُ كالكُبارِ
44370,والكبيروفي حديث أحد,والكَبِيرِوفي حديث أُحُد
44371,ذهبتم فيها عريضة,ذَهَبْتُمْ فيها عَرِيضةً
44372,أي واسعةوفي الحديث,أَي واسعةًوفي الحديث
44373,لئن أقصرت الخطبة,لئن أَقْصَرْتَ الخُطْبةَ
44374,لقد أعرضت المسألة,لقد أَعْرَضْتَ المسأَلة
44375,أي جئت بالخطبة,أَي جِئْتَ بالخطْبةِ
44376,قصيرة وبالمسألة واسعة,قصيرة وبالمسأَلة واسعة
44377,الإبل العريضات الآثارويقال,الإِبل العَرِيضاتُ الآثارويقال
44378,للإبل إنها العراضات,للإِبل إِنها العُراضاتُ
44379,أثرا قال الساجع,أَثَراً قال الساجع
44380,إذا طلعت الشعرى,إِذا طَلَعت الشِّعْرى
44381,سفرا ولم تر,سَفَرا ولم تَرَ
44382,مطرا فلا تغذون,مَطَرا فلا تَغْذُوَنَّ
44383,إمرة ولا إمرا,إِمَّرةً ولا إِمَّرا
44384,وأرسل العراضات أثرا,وأَرْسِلِ العُراضاتِ أَثَرَا
44385,يبغينك في الأرض,يَبْغِيْنَكَ في الأَرضِ
44386,معمرا السفر بياض,مَعْمَرا السفَر بياضُ
44387,النهار والإمر الذكر,النهار والإِمَّرُ الذكر
44388,من ولد الضأن,من ولد الضأْن
44389,والإمرة الأنثى وإنما,والإِمَّرةُ الأُنثى وإِنما
44390,الضأن وإنما أراد,الضأْن وإِنما أَراد
44391,جميع الغنم لأنها,جميع الغنم لأَنها
44392,أعجز عن الطلب,أَعْجَزُ عن الطَّلَب
44393,من المعز والمعز,من المَعَزِ والمَعَزُ
44394,تدرك ما لا,تُدْرِكُ ما لا
44395,تدرك المنزل بدار,تُدْرِكُ المنزل بدارِ
44396,معاش أي أرسل,مَعاشٍ أَي أَرسِلِ
44397,الإبل العريضة الآثار,الإِبل العَرِيضةَ الآثار
44398,عليها ركبانها ليرتادوا,عليها رُكْبانُها لِيَرْتادُوا
44399,لك منزلا تنتجعه,لك منزلاً تَنْتَجِعُه
44400,ونصب أثرا على,ونَصَبَ أَثراً على
44401,التمييزوقوله تعالى فذو,التمييزوقوله تعالى فَذُو
44402,دعاء عريض أي,دُعاءٍ عَرِيضٍ أَي
44403,واسع وإن كان,واسع وإِن كان
44404,العرض إنما يقع,العَرْضُ إِنما يقع
44405,في الأجسام والدعاء,في الأَجسام والدعاءُ
44406,ليس بأولادها ولدتهم,ليس بأَولادها ولدتهم
44407,صار ذا عرضوأعرض,صار ذا عَرْضوأَعْرَض
44408,في الشيء تمكن,في الشيء تَمَكَّن
44409,من عرضه قال,من عَرْضِه قال
44410,ذو الرمةفعال فتى,ذو الرمةفَعال فَتىً
44411,بنى وبنى أبوه,بَنَى وبَنَى أَبُوه
44412,فأعرض في المكارم,فأَعْرَضَ في المكارِمِ
44413,واستطالا جاء به,واسْتَطالا جاءَ به
44414,على المثل لأن,على المثَل لأَن
44415,المكارم ليس لها,المَكارمَ ليس لها
44416,طول ولا عرض,طُولٌ ولا عَرْضٌ
44417,في الحقيقةوقوس عراضة,في الحقيقةوقَوْسٌ عُراضةٌ
44418,عريضة وقول أسماء,عَرِيضةٌ وقول أَسماء
44419,بن خارجة أنشده,بن خارجة أَنشده
44420,ثعلب فعرضته في,ثعلب فَعَرَضْتُهُ في
44421,ساق أسمنها فاجتاز,ساقٍ أَسْمَنِها فاجْتازَ
44422,بين الحاذ والكعب,بَيْنَ الحاذِ والكَعْبِ
44423,وأراه أراد غيبت,وأُراه أَراد غَيَّبْتُ
44424,فيها عرض السيفورجل,فيها عَرْضَ السيفورجل
44425,عريض البطان مثر,عَرِيضُ البِطانِ مُثْرٍ
44426,دعاء عريض أراد,دُعاءٍ عَرِيضٍ أَراد
44427,موضع الكثير لأن,موضع الكثير لأَن
44428,قال طويل لوجه,قال طَوِيل لَوُجِّهَ
44429,والذي تقدم أعرفوامرأة,والذي تقدَّم أَعْرفُوامرأَة
44430,عريضة أريضة ولود,عَرِيضةٌ أَرِيضةٌ وَلُود
44431,كاملةوهو يمشي بالعرضية,كاملةوهو يمشي بالعَرْضِيَّةِ
44432,والعرضية عن اللحياني,والعُرْضِيَّةِ عن اللحياني
44433,أي من سمات,أَي من سِماتِ
44434,الإبل وسم قيل,الإِبل وَسْمٌ قيل
44435,هو خط في,هو خطٌّ في
44436,الفخذ عرضا عن,الفَخِذِ عَرْضاً عن
44437,تذكرة أبي علي,تذكرة أَبي علي
44438,تقول منه عرض,تقول منه عَرَضَ
44439,بعيره نعم وسمه,بعيره نَعَمٌ وسْمُه
44440,العراض قال الراجز,العِراضُ قال الراجز
44441,سقيا بحيث يهمل,سَقْياً بحَيْثُ يُهْمَلُ
44442,المعرض تقول منه,المُعَرَّضُ تقول منه
44443,عرضت الإبلوإبل معرضة,عَرَّضْتُ الإِبلوإِبل مُعَرَّضةٌ
44444,سمتها العراض في,سِمَتُها العِراضُ في
44445,عرض الفخذ لا,عَرْضِ الفخذ لا
44446,منه عرضت البعير,منه عَرَضْتُ البعير
44447,وعرضته الشيء عليه,وعَرَّضْتُه الشيءَ عليه
44448,يعرضه عرضا أراه,يَعْرِضُه عَرْضاً أَراهُ
44449,إياه وقول ساعدة,إِيّاه وقول ساعدة
44450,بن جؤية وقد,بن جؤية وقدْ
44451,كان يوم الليث,كانَ يوم الليِّثِ
44452,لو قلت أسوة,لو قُلْتَ أُسْوةٌ
44453,ومعرضة لو كنت,ومَعْرَضَةٌ لو كنْتَ
44454,قلت لقابل علي,قُلْتَ لَقابِلُ عَلَيَّ
44455,وكانوا أهل عز,وكانوا أَهْلَ عِزٍّ
44456,مقدم ومجد إذا,مُقَدَّمٍ ومَجْدٍ إِذا
44457,ما حوض المجد,ما حوَّضَ المَجْد
44458,نائل أراد لقد,نائِلُ أَراد لقد
44459,هلكوا ما آتسي,هلكوا ما آتَسِي
44460,به ولو عرضتهم,به ولو عَرَضْتَهُم
44461,علي مكان مصيبتي,عليَّ مكان مُصِيبتي
44462,بابني لقبلت وأراد,بابني لقبِلْتُ وأَراد
44463,ومعرضة علي ففصلوعرضت,وَمَعْرضةٌ عليَّ ففصلوعَرَضْتُ
44464,البعير على الحوض,البعيرَ على الحَوْضِ
44465,ومعناه عرضت الحوض,ومعناه عَرَضْتُ الحَوْضَ
44466,على الجارية والمتاع,على الجاريةَ والمتاعَ
44467,على البيع عرضا,على البَيْعِ عَرْضاً
44468,وعرضت الكتاب وعرضت,وعَرَضْتُ الكِتاب وعَرَضْتُ
44469,الجند عرض العين,الجُنْدَ عرْضَ العَيْنِ
44470,إذا أمررتهم عليك,إِذا أَمْرَرْتَهم عليك
44471,ونظرت ما حالهم,ونَظَرْتَ ما حالُهم
44472,وقد عرض العارض,وقد عَرَضَ العارِضُ
44473,الجند واعترضوا همويقال,الجُنْدَ واعْتَرَضُوا همويقال
44474,اعترضت على الدابة,اعْتَرَضْتُ على الدابةِ
44475,إذا كنت وقت,إِذا كنتَ وقْتَ
44476,العرض راكبا قال,العَرْض راكباً قال
44477,الجوهري وعرضت بالبعير,الجوهري وعَرَضْتُ بالبعير
44478,عرضت البعير ورأيت,عَرَضْتُ البعير ورأَيت
44479,عدة نسخ من,عِدّة نسخ من
44480,الصحاح فلم أجد,الصحاح فلم أَجد
44481,فيها إلا وعرضت,فيها إِلا وعَرَضْتُ
44482,البعير ويحتمل أن,البعير ويحتمل أَن
44483,ذلك وأصلح لفظه,ذلك وأَصلح لفظه
44484,العرض والعرض الأخيرة,العَرْضُ والعَرَضُ الأَخيرة
44485,أعلى قال يونس,أَعلى قال يونس
44486,فاته العرض بفتح,فاته العَرَضُ بفتح
44487,قبض الشيء قبضا,قَبَضَ الشيءَ قَبْضاً
44488,وقد ألقاه في,وقد أَلقاه في
44489,القبض أي فيما,القَبَض أَي فيما
44490,قبضه وقد فاته,قَبَضه وقد فاته
44491,العرض وهو العطاء,العَرَضُ وهو العَطاءُ
44492,والطمع قال عدي,والطَّمَعُ قال عدي
44493,هذا بأول ما,هذا بأَوَّلِ ما
44494,ألاقي من الحدثان,أُلاقِي مِنَ الحِدْثانِ
44495,والعرض الفريب أي,والعَرَضِ الفَرِيبِ أَي
44496,الطمع الجند على,الطَّمَع الجُنْدَ على
44497,قائدهم واعترض الناس,قائِدِهم واعْتَرَضَ الناسَ
44498,عرضهم واحدا المتاع,عَرَضَهم واحداً المتاعَ
44499,ونحوه واعترضه على,ونحوه واعْتَرَضَه على
44500,ونظر إليه عرض,ونظر إِليه عُرْضَ
44501,عين عنه أيضا,عيْنٍ عنه أَيضاً
44502,أي اعترضه على,أَي اعْتَرَضَه على
44503,عينهورأيته عرض عين,عينهورأَيته عُرْضَ عَيْنٍ
44504,أي ظاهرا عن,أَي ظاهراً عن
44505,تعرض الفتن على,تُعْرَضُ الفِتَنُ على
44506,القلوب عرض الحصير,القلوب عَرْضَ الحَصِير
44507,قال ابن الأثير,قال ابن الأَثير
44508,أي توضع عليها,أَي توضَع عليها
44509,وتبسط كما تبسط,وتُبْسَطُ كما تُبْسَطُ
44510,الحصير وقيل هو,الحَصِيرُ وقيل هو
44511,من عرض الجند,من عَرْض الجُنْدِ
44512,لإظهارهم واختبار أحوالهمويقال,لإِظهارهم واختبار أَحوالهمويقال
44513,انطلق فلان يتعرض,انطلق فلان يَتَعَرَّضُ
44514,بجمله السوق إذا,بجَمله السُّوق إِذا
